Verb,VerbNet Class,Situation Domain,Situation,Polysemy,,,Distinct Verb,Mapping Count,,,,,,Gaps
toast,judgment-33.1,Affiliation,Attack,Polysemous,,,,,,,Affiliation,,,
toast,judgment-33.1,Cognition,Judge,Polysemous,,,,,,,Cognition,,,
toast,preparing-26.3,Creation,Causative Creation,Polysemous,,,,,,,Creation,,,
toboggan,vehicle-51.4.1,Motion,Vehicular Motion,Monosemous,,,,,,,Motion,,,
toddle,run-51.3.2,Motion,Basic Motion,Monosemous,,,,,,,Motion,,,
tog_up,dress-41.1.1,Incremental,Basic Incremental,Monosemous,,,,,,,Incremental,,,
toil,run-51.3.2,Motion,Basic Motion,Monosemous,,,,,,,Motion,,,
tolerate,admire-31.2,Attend,Attend,Monosemous,,,,,,,Attend,,,
toll,sound_emission-43.2,Creation,Emission,Monosemous,,,,,,,Creation,,,
tone,other_cos-45.4,Transformation,Basic Change of State,Monosemous,,,,,,,Transformation,,,
tool,carve-21.2,Force,Basic Force,Polysemous,,,,,,,Force,,,
tool,drive-11.5,Motion,Vehicular Motion,Polysemous,,,,,,,Motion,,,
tool,image_impression-25.1,Creation,Image Creation,Polysemous,,,,,,,Creation,,,
tool,ﬁll-9.8,Incremental,Basic Incremental,Polysemous,,,,,,,Incremental,,,
tool_around,drive-11.5,Motion,Vehicular Motion,Monosemous,,,,,,,Motion,,,
toot,sound_emission-43.2,Creation,Emission,Monosemous,,,,,,,Creation,,,
tootle,run-51.3.2,Motion,Basic Motion,Polysemous,,,,,,,Motion,,,
tootle,sound_emission-43.2,Creation,Emission,Polysemous,,,,,,,Creation,,,
top,butter-9.9,Incremental,Causative Incremental,Polysemous,,,,,,,Incremental,,,
top,contiguous_location-47.8,Location,Location,Polysemous,,,,,,,Location,,,
top,exceed-90,Association,Require and Satisfy,Polysemous,,,,,,,Association,,,
topple,other_cos-45.4,Transformation,Basic Change of State,Monosemous,,,,,,,Transformation,,,
torment,amuse-31.1,Affect,Affect,Monosemous,,,,,,,Affect,,,
torture,amuse-31.1,Affect,Affect,Monosemous,,,,,,,Affect,,,
toss,crane-40.3.2,Existence,Existence,Polysemous,,,,,,,Existence,,,
toss,preparing-26.3,Creation,Causative Creation,Polysemous,,,,,,,Creation,,,
toss,throw-17.1,Motion,Throw,Polysemous,,,,,,,Motion,,,
total,register-54.1,Quantification,Measurement,Monosemous,,,,,,,Quantification,,,
tote,carry-11.4,Motion,Carry,Monosemous,,,,,,,Motion,,,
totter,body_internal_motion-49.1,Existence,Existence,Polysemous,,,,,,,Existence,,,
totter,modes_of_being_with_motion-47.3,Existence,Existence,Polysemous,,,,,,,Existence,,,
totter,run-51.3.2,Motion,Basic Motion,Polysemous,,,,,,,Motion,,,
touch,amuse-31.1,Affect,Affect,Polysemous,,,,,,,Affect,,,
touch,contiguous_location-47.8,Location,Location,Polysemous,,,,,,,Location,,,
touch,relate-86.2,Association,Require and Satisfy,Polysemous,,,,,,,Association,,,
touch,touch-20,Force,Basic Force,Polysemous,,,,,,,Force,,,
touch_on,relate-86.2,Association,Require and Satisfy,Monosemous,,,,,,,Association,,,
toughen,other_cos-45.4,Transformation,Basic Change of State,Monosemous,,,,,,,Transformation,,,
tour,investigate-35.4,Volition,Search,Monosemous,,,,,,,Volition,,,
tousle,remedy-45.7,Transformation,Causative Change of State,Monosemous,,,,,,,Transformation,,,
tout,overstate-37.12,Communication,Statement,Monosemous,,,,,,,Communication,,,
tow,carry-11.4,Motion,Carry,Monosemous,,,,,,,Motion,,,
towel,braid-41.2.2,Transformation,Causative Change of State,Polysemous,,,,,,,Transformation,,,
towel,wipe_instr-10.4.2,Incremental,Causative Incremental,Polysemous,,,,,,,Incremental,,,
tower,exist-47.1,Existence,Existence,Monosemous,,,,,,,Existence,,,
tower,spatial_conﬁguration-47.6,Existence,Existence,Monosemous,,,,,,,Existence,,,
trace,scribble-25.2,Creation,Image Creation,Monosemous,,,,,,,Creation,,,
track,chase-51.6,Motion,Pursuit,Polysemous,,,,,,,Motion,,,
track,stalk-35.3,Volition,Search,Polysemous,,,,,,,Volition,,,
trail,chase-51.6,Motion,Pursuit,Monosemous,,,,,,,Motion,,,
train,hire-13.5.3,Affiliation,Cause Membership,Monosemous,,,,,,,Affiliation,,,
traipse,run-51.3.2,Motion,Basic Motion,Monosemous,,,,,,,Motion,,,
tram,vehicle-51.4.1,Motion,Vehicular Motion,Monosemous,,,,,,,Motion,,,
trammel,tape-22.4,Incremental,Basic Incremental,Monosemous,,,,,,,Incremental,,,
tramp,run-51.3.2,Motion,Basic Motion,Monosemous,,,,,,,Motion,,,
tranquilize,other_cos-45.4,Transformation,Basic Change of State,Monosemous,,,,,,,Transformation,,,
transcend,exceed-90,Association,Require and Satisfy,Monosemous,,,,,,,Association,,,
transcribe,transcribe-25.4,Creation,Image Creation,Monosemous,,,,,,,Creation,,,
transfer,contribute-13.2,Possession,Dynamic Possession,Polysemous,,,,,,,Possession,,,
transfer,send-11.1,Motion,Send,Polysemous,,,,,,,Motion,,,
transfix,amuse-31.1,Affect,Affect,Monosemous,,,,,,,Affect,,,
transform,turn-26.6.1,Transformation,Basic Change of State,Monosemous,,,,,,,Transformation,,,
translate,turn-26.6.1,Transformation,Basic Change of State,Monosemous,,,,,,,Transformation,,,
transmit,send-11.1,Motion,Send,Monosemous,,,,,,,Motion,,,
transmute,turn-26.6.1,Transformation,Basic Change of State,Monosemous,,,,,,,Transformation,,,
transpire,occur-48.3,Existence,Existence,Monosemous,,,,,,,Existence,,,
transplant,remedy-45.7,Transformation,Causative Change of State,Monosemous,,,,,,,Transformation,,,
transport,amuse-31.1,Affect,Affect,Polysemous,,,,,,,Affect,,,
transport,send-11.1,Motion,Send,Polysemous,,,,,,,Motion,,,
transship,send-11.1,Motion,Send,Monosemous,,,,,,,Motion,,,
trap,pocket-9.10,Incremental,Basic Incremental,Polysemous,,,,,,,Incremental,,,
trap,trick-59.2,Affiliation,Inducive,Polysemous,,,,,,,Affiliation,,,
traumatize,remedy-45.7,Transformation,Causative Change of State,Monosemous,,,,,,,Transformation,,,
travel,run-51.3.2,Motion,Basic Motion,Monosemous,,,,,,,Motion,,,
traverse,contiguous_location-47.8,Location,Location,Monosemous,,,,,,,Location,,,
trawl,search-35.2,Volition,Search,Monosemous,,,,,,,Volition,,,
tread,carve-21.2,Force,Basic Force,Polysemous,,,,,,,Force,,,
tread,run-51.3.2,Motion,Basic Motion,Polysemous,,,,,,,Motion,,,
treasure,admire-31.2,Attend,Attend,Monosemous,,,,,,,Attend,,,
treat,characterize-29.2,Communication,Statement,Polysemous,,,,,,,Communication,,,
treat,equip-13.4.2,Possession,Transfer of Possession,Polysemous,,,,,,,Possession,,,
treble,other_cos-45.4,Transformation,Basic Change of State,Monosemous,,,,,,,Transformation,,,
tree,pocket-9.10,Incremental,Basic Incremental,Monosemous,,,,,,,Incremental,,,
trek,run-51.3.2,Motion,Basic Motion,Monosemous,,,,,,,Motion,,,
tremble,body_internal_states-40.6,Existence,Existence,Monosemous,,,,,,,Existence,,,
tremble,modes_of_being_with_motion-47.3,Existence,Existence,Monosemous,,,,,,,Existence,,,
trench,carve-21.2,Force,Basic Force,Monosemous,,,,,,,Force,,,
trick,trick-59.2,Affiliation,Inducive,Monosemous,,,,,,,Affiliation,,,
trickle,pour-9.5,Incremental,Basic Incremental,Polysemous,,,,,,,Incremental,,,
trickle,substance_emission-43.4,Creation,Emission,Polysemous,,,,,,,Creation,,,
trigger,engender-27.1,Causation,Cause and Effect,Monosemous,,,,,,,Causation,,,
trill,animal_sounds-38,Creation,Emission,Polysemous,,,,,,,Creation,,,
trill,manner_speaking-37.3,Communication,Statement,Polysemous,,,,,,,Communication,,,
trill,sound_emission-43.2,Creation,Emission,Polysemous,,,,,,,Creation,,,
trim,braid-41.2.2,Transformation,Causative Change of State,Polysemous,,,,,,,Transformation,,,
trim,wipe_manner-10.4.1,Incremental,Causative Incremental,Polysemous,,,,,,,Incremental,,,
trim,ﬁll-9.8,Incremental,Basic Incremental,Polysemous,,,,,,,Incremental,,,
trip,other_cos-45.4,Transformation,Basic Change of State,Polysemous,,,,,,,Transformation,,,
trip,run-51.3.2,Motion,Basic Motion,Polysemous,,,,,,,Motion,,,
triple,other_cos-45.4,Transformation,Basic Change of State,Monosemous,,,,,,,Transformation,,,
triumph,marvel-31.3,Affect,Affect,Monosemous,,,,,,,Affect,,,
trivialize,remedy-45.7,Transformation,Causative Change of State,Monosemous,,,,,,,Transformation,,,
troll,search-35.2,Volition,Search,Monosemous,,,,,,,Volition,,,
trolley,vehicle-51.4.1,Motion,Vehicular Motion,Monosemous,,,,,,,Motion,,,
troop,run-51.3.2,Motion,Basic Motion,Monosemous,,,,,,,Motion,,,
trot,run-51.3.2,Motion,Basic Motion,Monosemous,,,,,,,Motion,,,
trouble,amuse-31.1,Affect,Affect,Monosemous,,,,,,,Affect,,,
trounce,hit-18.1,Force,Basic Force,Monosemous,,,,,,,Force,,,
truck,drive-11.5,Motion,Vehicular Motion,Monosemous,,,,,,,Motion,,,
trudge,run-51.3.2,Motion,Basic Motion,Monosemous,,,,,,,Motion,,,
trumpet,animal_sounds-38,Creation,Emission,Polysemous,,,,,,,Creation,,,
trumpet,manner_speaking-37.3,Communication,Statement,Polysemous,,,,,,,Communication,,,
trumpet,sound_emission-43.2,Creation,Emission,Polysemous,,,,,,,Creation,,,
truncate,remedy-45.7,Transformation,Causative Change of State,Monosemous,,,,,,,Transformation,,,
truncheon,spank-18.3,Force,Basic Force,Monosemous,,,,,,,Force,,,
trundle,drive-11.5,Motion,Vehicular Motion,Polysemous,,,,,,,Motion,,,
trundle,run-51.3.2,Motion,Basic Motion,Polysemous,,,,,,,Motion,,,
truss,tape-22.4,Incremental,Basic Incremental,Monosemous,,,,,,,Incremental,,,
trust,admire-31.2,Attend,Attend,Polysemous,,,,,,,Attend,,,
trust,conjecture-29.5,Cognition,Judge,Polysemous,,,,,,,Cognition,,,
trust,fulﬁlling-13.4.1,Possession,Transfer of Possession,Polysemous,,,,,,,Possession,,,
try,amuse-31.1,Affect,Affect,Polysemous,,,,,,,Affect,,,
try,assessment-34.1,Cognition,Judge,Polysemous,,,,,,,Cognition,,,
try_on,assessment-34.1,Cognition,Judge,Monosemous,,,,,,,Cognition,,,
try_out,assessment-34.1,Cognition,Judge,Monosemous,,,,,,,Cognition,,,
tuck,funnel-9.3,Incremental,Basic Incremental,Monosemous,,,,,,,Incremental,,,
tug,carry-11.4,Motion,Carry,Polysemous,,,,,,,Motion,,,
tug,push-12,Force,Basic Force,Polysemous,,,,,,,Force,,,
tug,split-23.2,Incremental,Basic Incremental,Polysemous,,,,,,,Incremental,,,
tug,touch-20,Force,Basic Force,Polysemous,,,,,,,Force,,,
tumble,escape-51.1,Motion,Basic Motion,Polysemous,,,,,,,Motion,,,
tumble,meander-47.7,Existence,Existence,Polysemous,,,,,,,Existence,,,
tumble,mix-22.1,Incremental,Basic Incremental,Polysemous,,,,,,,Incremental,,,
tunnel,rummage-35.5,Volition,Search,Monosemous,,,,,,,Volition,,,
turf,butter-9.9,Incremental,Causative Incremental,Monosemous,,,,,,,Incremental,,,
turn,crane-40.3.2,Existence,Existence,Polysemous,,,,,,,Existence,,,
turn,hurt-40.8.3,Transformation,Hurt,Polysemous,,,,,,,Transformation,,,
turn,meander-47.7,Existence,Existence,Polysemous,,,,,,,Existence,,,
turn,roll-51.3.1,Motion,Basic Motion,Polysemous,,,,,,,Motion,,,
turn,turn-26.6.1,Transformation,Basic Change of State,Polysemous,,,,,,,Transformation,,,
turn-away,banish-10.2,Affiliation,Cause Membership,Monosemous,,,,,,,Affiliation,,,
turn-back,banish-10.2,Affiliation,Cause Membership,Monosemous,,,,,,,Affiliation,,,
turn-down,reject-77.2,Communication,Response,Polysemous,,,,,,,Communication,,,
turn-down,remedy-45.7,Transformation,Causative Change of State,Polysemous,,,,,,,Transformation,,,
turn-in,contribute-13.2,Possession,Dynamic Possession,Monosemous,,,,,,,Possession,,,
turn-off,other_cos-45.4,Transformation,Basic Change of State,Monosemous,,,,,,,Transformation,,,
turn-on,other_cos-45.4,Transformation,Basic Change of State,Monosemous,,,,,,,Transformation,,,
turn-out,banish-10.2,Affiliation,Cause Membership,Polysemous,,,,,,,Affiliation,,,
turn-out,create-26.4,Creation,Causative Creation,Polysemous,,,,,,,Creation,,,
turn-over,contribute-13.2,Possession,Dynamic Possession,Monosemous,,,,,,,Possession,,,
turn-up,remedy-45.7,Transformation,Causative Change of State,Monosemous,,,,,,,Transformation,,,
turn_out,appear-48.1.1,Location,Location,Monosemous,,,,,,,Location,,,
turn_up,appear-48.1.1,Location,Location,Monosemous,,,,,,,Location,,,
tussle,battle-36.4,Affiliation,Reciprocal,Monosemous,,,,,,,Affiliation,,,
tutor,captain-29.8,Affiliation,Role,Monosemous,,,,,,,Affiliation,,,
twang,manner_speaking-37.3,Communication,Statement,Polysemous,,,,,,,Communication,,,
twang,sound_emission-43.2,Creation,Emission,Polysemous,,,,,,,Creation,,,
tweak,touch-20,Force,Basic Force,Monosemous,,,,,,,Force,,,
tweet,animal_sounds-38,Creation,Emission,Monosemous,,,,,,,Creation,,,
tweeze,braid-41.2.2,Transformation,Causative Change of State,Monosemous,,,,,,,Transformation,,,
twiddle,crane-40.3.2,Existence,Existence,Monosemous,,,,,,,Existence,,,
twine,coil-9.6,Incremental,Basic Incremental,Monosemous,,,,,,,Incremental,,,
twinge,tingle-40.8.2,Existence,Existence,Polysemous,,,,,,,Existence,,,
twinge,touch-20,Force,Basic Force,Polysemous,,,,,,,Force,,,
twinkle,light_emission-43.1,Creation,Emission,Monosemous,,,,,,,Creation,,,
twirl,coil-9.6,Incremental,Basic Incremental,Polysemous,,,,,,,Incremental,,,
twirl,knead-26.5,Transformation,Basic Change of State,Polysemous,,,,,,,Transformation,,,
twirl,roll-51.3.1,Motion,Basic Motion,Polysemous,,,,,,,Motion,,,
twist,coil-9.6,Incremental,Basic Incremental,Polysemous,,,,,,,Incremental,,,
twist,hurt-40.8.3,Transformation,Hurt,Polysemous,,,,,,,Transformation,,,
twist,knead-26.5,Transformation,Basic Change of State,Polysemous,,,,,,,Transformation,,,
twist,meander-47.7,Existence,Existence,Polysemous,,,,,,,Existence,,,
twist,roll-51.3.1,Motion,Basic Motion,Polysemous,,,,,,,Motion,,,
twitch,body_internal_motion-49.1,Existence,Existence,Monosemous,,,,,,,Existence,,,
twitch,crane-40.3.2,Existence,Existence,Monosemous,,,,,,,Existence,,,
twitter,animal_sounds-38,Creation,Emission,Polysemous,,,,,,,Creation,,,
twitter,manner_speaking-37.3,Communication,Statement,Polysemous,,,,,,,Communication,,,
type,scribble-25.2,Creation,Image Creation,Monosemous,,,,,,,Creation,,,
type,transcribe-25.4,Creation,Image Creation,Monosemous,,,,,,,Creation,,,
typecast,characterize-29.2,Communication,Statement,Monosemous,,,,,,,Communication,,,
ulcerate,other_cos-45.4,Transformation,Basic Change of State,Monosemous,,,,,,,Transformation,,,
ululate,animal_sounds-38,Creation,Emission,Monosemous,,,,,,,Creation,,,
ululate,sound_emission-43.2,Creation,Emission,Monosemous,,,,,,,Creation,,,
umpire,captain-29.8,Affiliation,Role,Monosemous,,,,,,,Affiliation,,,
unbend,bend-45.2,Transformation,Basic Change of State,Monosemous,,,,,,,Transformation,,,
unbolt,disassemble-23.3,Incremental,Basic Incremental,Monosemous,,,,,,,Incremental,,,
unbuckle,disassemble-23.3,Incremental,Basic Incremental,Monosemous,,,,,,,Incremental,,,
unbutton,disassemble-23.3,Incremental,Basic Incremental,Monosemous,,,,,,,Incremental,,,
unchain,disassemble-23.3,Incremental,Basic Incremental,Monosemous,,,,,,,Incremental,,,
unclamp,disassemble-23.3,Incremental,Basic Incremental,Monosemous,,,,,,,Incremental,,,
unclasp,disassemble-23.3,Incremental,Basic Incremental,Monosemous,,,,,,,Incremental,,,
unclip,disassemble-23.3,Incremental,Basic Incremental,Monosemous,,,,,,,Incremental,,,
unclothe,dress-41.1.1,Incremental,Basic Incremental,Monosemous,,,,,,,Incremental,,,
uncoil,separate-23.1,Incremental,Basic Incremental,Monosemous,,,,,,,Incremental,,,
undercharge,bill-54.5,Possession,Transfer of Possession,Polysemous,,,,,,,Possession,,,
undercharge,bill-54.5,Possession,Pay and Charge,Polysemous,,,,,,,Possession,,,
underestimate,characterize-29.2,Communication,Statement,Monosemous,,,,,,,Communication,,,
underfeed,remedy-45.7,Transformation,Causative Change of State,Monosemous,,,,,,,Transformation,,,
underlay,put_spatial-9.2,Incremental,Basic Incremental,Monosemous,,,,,,,Incremental,,,
underlie,contiguous_location-47.8,Location,Location,Monosemous,,,,,,,Location,,,
underline,scribble-25.2,Creation,Image Creation,Monosemous,,,,,,,Creation,,,
underscore,scribble-25.2,Creation,Image Creation,Monosemous,,,,,,,Creation,,,
understand,comprehend-87.2,Cognition,Judge,Monosemous,,,,,,,Cognition,,,
understudy,captain-29.8,Affiliation,Role,Monosemous,,,,,,,Affiliation,,,
undertake,confront-98,Communication,Response,Monosemous,,,,,,,Communication,,,
undo,destroy-44,Transformation,Causative Change of State,Monosemous,,,,,,,Transformation,,,
undress,dress-41.1.1,Incremental,Basic Incremental,Monosemous,,,,,,,Incremental,,,
undulate,meander-47.7,Existence,Existence,Polysemous,,,,,,,Existence,,,
undulate,modes_of_being_with_motion-47.3,Existence,Existence,Polysemous,,,,,,,Existence,,,
undulate,roll-51.3.1,Motion,Basic Motion,Polysemous,,,,,,,Motion,,,
unfasten,disassemble-23.3,Incremental,Basic Incremental,Monosemous,,,,,,,Incremental,,,
unfix,disassemble-23.3,Incremental,Basic Incremental,Monosemous,,,,,,,Incremental,,,
unfold,bend-45.2,Transformation,Basic Change of State,Monosemous,,,,,,,Transformation,,,
unfurl,bend-45.2,Transformation,Basic Change of State,Monosemous,,,,,,,Transformation,,,
unglue,disassemble-23.3,Incremental,Basic Incremental,Monosemous,,,,,,,Incremental,,,
unhinge,disassemble-23.3,Incremental,Basic Incremental,Monosemous,,,,,,,Incremental,,,
unhitch,disassemble-23.3,Incremental,Basic Incremental,Monosemous,,,,,,,Incremental,,,
unhook,disassemble-23.3,Incremental,Basic Incremental,Monosemous,,,,,,,Incremental,,,
unionize,other_cos-45.4,Transformation,Basic Change of State,Monosemous,,,,,,,Transformation,,,
unite,mix-22.1,Incremental,Basic Incremental,Monosemous,,,,,,,Incremental,,,
unlace,disassemble-23.3,Incremental,Basic Incremental,Monosemous,,,,,,,Incremental,,,
unlatch,disassemble-23.3,Incremental,Basic Incremental,Monosemous,,,,,,,Incremental,,,
unleash,disassemble-23.3,Incremental,Basic Incremental,Monosemous,,,,,,,Incremental,,,
unload,wipe_manner-10.4.1,Incremental,Causative Incremental,Monosemous,,,,,,,Incremental,,,
unlock,disassemble-23.3,Incremental,Basic Incremental,Monosemous,,,,,,,Incremental,,,
unmake,destroy-44,Transformation,Causative Change of State,Monosemous,,,,,,,Transformation,,,
unnerve,amuse-31.1,Affect,Affect,Monosemous,,,,,,,Affect,,,
unpeg,disassemble-23.3,Incremental,Basic Incremental,Monosemous,,,,,,,Incremental,,,
unpin,disassemble-23.3,Incremental,Basic Incremental,Monosemous,,,,,,,Incremental,,,
unroll,bend-45.2,Transformation,Basic Change of State,Monosemous,,,,,,,Transformation,,,
unscrew,disassemble-23.3,Incremental,Basic Incremental,Monosemous,,,,,,,Incremental,,,
unseal,disassemble-23.3,Incremental,Basic Incremental,Monosemous,,,,,,,Incremental,,,
unseat,ﬁre-10.10,Affiliation,Cause Membership,Monosemous,,,,,,,Affiliation,,,
unsettle,amuse-31.1,Affect,Affect,Monosemous,,,,,,,Affect,,,
unshackle,disassemble-23.3,Incremental,Basic Incremental,Monosemous,,,,,,,Incremental,,,
unstaple,disassemble-23.3,Incremental,Basic Incremental,Monosemous,,,,,,,Incremental,,,
unstitch,disassemble-23.3,Incremental,Basic Incremental,Monosemous,,,,,,,Incremental,,,
untie,disassemble-23.3,Incremental,Basic Incremental,Monosemous,,,,,,,Incremental,,,
unwind,bend-45.2,Transformation,Basic Change of State,Monosemous,,,,,,,Transformation,,,
unzip,disassemble-23.3,Incremental,Basic Incremental,Monosemous,,,,,,,Incremental,,,
upbraid,judgment-33.1,Affiliation,Attack,Polysemous,,,,,,,Affiliation,,,
upbraid,judgment-33.1,Cognition,Judge,Polysemous,,,,,,,Cognition,,,
update,tell-37.2,Communication,Communicate,Monosemous,,,,,,,Communication,,,
upgrade,appoint-29.1,Affiliation,Cause Role,Monosemous,,,,,,,Affiliation,,,
uplift,amuse-31.1,Affect,Affect,Monosemous,,,,,,,Affect,,,
upload,other_cos-45.4,Transformation,Basic Change of State,Polysemous,,,,,,,Transformation,,,
upload,remedy-45.7,Transformation,Causative Change of State,Polysemous,,,,,,,Transformation,,,
